name,date,lat,lon,target
US-AR1,2010-09-03,36.4267,-99.42,1.8225250000000002
US-AR1,2010-09-04,36.4267,-99.42,2.533073
US-AR1,2010-09-05,36.4267,-99.42,1.502324
US-AR1,2010-09-06,36.4267,-99.42,1.144879
US-AR1,2010-09-07,36.4267,-99.42,2.02806
US-AR1,2010-09-08,36.4267,-99.42,1.2151239999999999
US-AR1,2010-09-09,36.4267,-99.42,0.5329709999999999
US-AR1,2010-09-10,36.4267,-99.42,0.968753
US-AR1,2010-09-11,36.4267,-99.42,0.673833
US-AR1,2010-09-12,36.4267,-99.42,0.645973
US-AR1,2010-09-13,36.4267,-99.42,0.977411
US-AR1,2010-09-14,36.4267,-99.42,1.436651
US-AR1,2010-09-15,36.4267,-99.42,1.5769060000000001
US-AR1,2010-09-16,36.4267,-99.42,NA
US-AR1,2010-09-17,36.4267,-99.42,2.365623
US-AR1,2010-09-18,36.4267,-99.42,5.2097
US-AR1,2010-09-19,36.4267,-99.42,6.22091
US-AR1,2010-09-20,36.4267,-99.42,7.13889
US-AR1,2010-09-21,36.4267,-99.42,7.6195699999999995
US-AR1,2010-09-22,36.4267,-99.42,7.03514
US-AR1,2010-09-23,36.4267,-99.42,2.62352
US-AR1,2010-09-24,36.4267,-99.42,8.24277
US-AR1,2010-09-25,36.4267,-99.42,7.96036
US-AR1,2010-09-26,36.4267,-99.42,8.31148
US-AR1,2010-09-27,36.4267,-99.42,10.99711
US-AR1,2010-09-28,36.4267,-99.42,10.22806
US-AR1,2010-09-29,36.4267,-99.42,12.03495
US-AR1,2010-09-30,36.4267,-99.42,10.404910000000001
US-AR1,2010-10-01,36.4267,-99.42,10.008600000000001
US-AR1,2010-10-02,36.4267,-99.42,8.12071
US-AR1,2010-10-03,36.4267,-99.42,7.14583
US-AR1,2010-10-04,36.4267,-99.42,8.56664
US-AR1,2010-10-05,36.4267,-99.42,7.7249799999999995
US-AR1,2010-10-06,36.4267,-99.42,6.03304
US-AR1,2010-10-07,36.4267,-99.42,5.26005
US-AR1,2010-10-08,36.4267,-99.42,4.60994
US-AR1,2010-10-09,36.4267,-99.42,4.30983
US-AR1,2010-10-10,36.4267,-99.42,3.25561
US-AR1,2010-10-11,36.4267,-99.42,3.09661
US-AR1,2010-10-12,36.4267,-99.42,3.1083100000000004
US-AR1,2010-10-13,36.4267,-99.42,2.9637000000000002
US-AR1,2010-10-14,36.4267,-99.42,2.4762399999999998
US-AR1,2010-10-15,36.4267,-99.42,2.554366
US-AR1,2010-10-16,36.4267,-99.42,2.136546
US-AR1,2010-10-17,36.4267,-99.42,2.205578
US-AR1,2010-10-18,36.4267,-99.42,2.140785
US-AR1,2010-10-19,36.4267,-99.42,2.0567159999999998
US-AR1,2010-10-20,36.4267,-99.42,2.322477
US-AR1,2010-10-21,36.4267,-99.42,2.080346
US-AR1,2010-10-22,36.4267,-99.42,1.253843
US-AR1,2010-10-23,36.4267,-99.42,1.675474
US-AR1,2010-10-24,36.4267,-99.42,2.255601
US-AR1,2010-10-25,36.4267,-99.42,1.681705
US-AR1,2010-10-26,36.4267,-99.42,1.9568400000000001
US-AR1,2010-10-27,36.4267,-99.42,1.931147
US-AR1,2010-10-28,36.4267,-99.42,1.7615020000000001
US-AR1,2010-10-29,36.4267,-99.42,1.875492
US-AR1,2010-10-30,36.4267,-99.42,1.758533
US-AR1,2010-10-31,36.4267,-99.42,1.633481
US-AR1,2010-11-01,36.4267,-99.42,1.107097
US-AR1,2010-11-02,36.4267,-99.42,1.150943
US-AR1,2010-11-03,36.4267,-99.42,0.7703789999999999
US-AR1,2010-11-04,36.4267,-99.42,1.237512
US-AR1,2010-11-05,36.4267,-99.42,1.403594
US-AR1,2010-11-06,36.4267,-99.42,1.120828
US-AR1,2010-11-07,36.4267,-99.42,0.815267
US-AR1,2010-11-08,36.4267,-99.42,0.919902
US-AR1,2010-11-09,36.4267,-99.42,0.792968
US-AR1,2010-11-10,36.4267,-99.42,1.10247
US-AR1,2010-11-11,36.4267,-99.42,0.3528496
US-AR1,2010-11-12,36.4267,-99.42,0.3114519
US-AR1,2010-11-13,36.4267,-99.42,0.647615
US-AR1,2010-11-14,36.4267,-99.42,0.518723
US-AR1,2010-11-15,36.4267,-99.42,0.2718585
US-AR1,2010-11-16,36.4267,-99.42,0.398193
US-AR1,2010-11-17,36.4267,-99.42,0.2518083
US-AR1,2010-11-18,36.4267,-99.42,0.28858799999999996
US-AR1,2010-11-19,36.4267,-99.42,0.231055
US-AR1,2010-11-20,36.4267,-99.42,0.3147584
US-AR1,2010-11-21,36.4267,-99.42,0.3875269
US-AR1,2010-11-22,36.4267,-99.42,0.0759383
US-AR1,2010-11-23,36.4267,-99.42,0.005615000000000002
US-AR1,2010-11-24,36.4267,-99.42,0.10746101
US-AR1,2010-11-25,36.4267,-99.42,NA
US-AR1,2010-11-26,36.4267,-99.42,0.211624
US-AR1,2010-11-27,36.4267,-99.42,0.183952
US-AR1,2010-11-28,36.4267,-99.42,NA
US-AR1,2010-11-29,36.4267,-99.42,0.13786995
US-AR1,2010-11-30,36.4267,-99.42,0.1059369
US-AR1,2010-12-01,36.4267,-99.42,0.3082385
US-AR1,2010-12-02,36.4267,-99.42,0.2468575
US-AR1,2010-12-03,36.4267,-99.42,0.34847670000000003
US-AR1,2010-12-04,36.4267,-99.42,NA
US-AR1,2010-12-05,36.4267,-99.42,NA
US-AR1,2010-12-06,36.4267,-99.42,0.0727492
US-AR1,2010-12-07,36.4267,-99.42,0.030989299999999997
US-AR1,2010-12-08,36.4267,-99.42,0.13105429999999998
US-AR1,2010-12-09,36.4267,-99.42,0.256653
US-AR1,2010-12-10,36.4267,-99.42,0.3241219
US-AR1,2010-12-11,36.4267,-99.42,NA
US-AR1,2010-12-12,36.4267,-99.42,0.2500123
US-AR1,2010-12-13,36.4267,-99.42,0.502544
US-AR1,2010-12-14,36.4267,-99.42,0.359337
US-AR1,2010-12-15,36.4267,-99.42,0.13479239999999998
US-AR1,2010-12-16,36.4267,-99.42,0.033368698
US-AR1,2010-12-17,36.4267,-99.42,0.0566047
US-AR1,2010-12-18,36.4267,-99.42,NA
US-AR1,2010-12-19,36.4267,-99.42,0.22166697
US-AR1,2010-12-20,36.4267,-99.42,0.03375687
US-AR1,2010-12-21,36.4267,-99.42,NA
US-AR1,2010-12-22,36.4267,-99.42,NA
US-AR1,2010-12-23,36.4267,-99.42,NA
US-AR1,2010-12-24,36.4267,-99.42,0.28740053
US-AR1,2010-12-25,36.4267,-99.42,NA
US-AR1,2010-12-26,36.4267,-99.42,0.12935853
US-AR1,2010-12-27,36.4267,-99.42,0.14957951
US-AR1,2010-12-28,36.4267,-99.42,0.15146889000000002
US-AR1,2010-12-29,36.4267,-99.42,NA
US-AR1,2010-12-30,36.4267,-99.42,NA
US-AR1,2010-12-31,36.4267,-99.42,0.2050997
US-AR1,2011-01-01,36.4267,-99.42,0.05376700000000001
